epid,mep,country,group,dossier,title,lobbyists,committees,location,role,date
197508,Stéphane SÉJOURNÉ,France,RE,[''],Publicité en ligne,DJJ,['JURI'],Shenzhen,Member,8/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,,Diplomatie,Vice-Président du Comité permanent de l'Assembléepopulaire nationale,,Beijing,Member,7/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,[''],Diplomatie,Vice-Ministre des affaires étrangères chinois,['JURI'],Beijing,Member,7/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,[''],Diplomatie,Maire de Shenzhen,['JURI'],Shenzhen,Member,7/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,[''],Diplomatie,Ministre du département international du Comité central du Parti Communiste chinois,['JURI'],Beijing,Member,7/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,[''],Intelligence artificielle,L'Oréal,['JURI'],Parlement européen,Member,7/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,[''],Anti-blanchiment,Fédération Française Bancaire,['ECON'],Strasbourg,Member,18/12/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Financement des litiges par des tiers,Institut de réforme dela chambre de commerce américaine,['JURI'],Strasbourg,Member,18/12/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],IA,Criteo,['JURI'],Bruxelles,Member,11/12/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Régularisation des transports,Youtube,['JURI'],Bruxelles,Member,11/12/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],IA,Facebook,['JURI'],Bruxelles,Member,10/12/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Contrefaçon,LVMH,['JURI'],Bruxelles,Member,5/12/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],CPME,Actractivité économique,['ECON'],Bruxelles,Member,4/12/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Elargissement,Ambassadrice de Macédoine du Nord auprès de l'UE,['JURI'],Bruxelles,Member,4/12/2019
197508,Stéphane SÉJOURNÉ,France,RE,['IA'],IA,EUIPO,['JURI'],Bruxelles,Rapporteur,4/12/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],IA,Chambre Nationale des Huissiers de Justice,['JURI'],Bruxelles,Member,3/12/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Lutte contre le Blanchiment d'argent,Agence Alber et Geiger,['ECON'],Bruxelles,Member,3/12/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Mercosur,Corps diplomatique latino-américain,['JURI'],Bruxelles,Member,3/12/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Mercosur,European Automobile Manufacturers Association,,Bruxelles,Member,2/12/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Régulation des jeux en ligne,Gauselmann Group,,Bruxelles,Member,22/11/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Intelligence artificielle,QWANT,,Bruxelles,Member,21/11/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Investissement,Capital Group,['JURI'],Bruxelles,Member,20/11/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Mobilité,Blabla car,['JURI'],Bruxelles,Member,19/11/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Investissements,BEI,['ECON'],Paris,Member,15/11/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Protection des consommateurs,Française des jeux,['JURI'],Bruxelles,Member,7/11/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Intelligence artificielle,Hewlett Packard entreprise,['JURI'],Bruxelles,Member,6/11/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Brevets,Office espagnol des brevets et des marques,['JURI'],Bruxelles,Member,4/11/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Commerce,France stratégie,['ECON'],Paris,Member,31/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Europe,Fondation Schuman,,Bruxelles,Member,30/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Finances,ONG Better finance,,Bruxelles,Member,30/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Propriété intellectuelle,Spotify,['JURI'],Bruxelles,Member,30/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Traçabilité des produits,Surys,,Bruxelles,Member,30/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Investissement,CCI France,,Bruxelles,Member,29/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Médias,AT&T et Warner Média,,Bruxelles,Member,29/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,,MERCOSUR,Association étudiante Aurélia,,Bruxelles,Member,23/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Commerce,ENGIE,['ECON'],Bruxelles,Member,22/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Intelligence artificielle,EUIPO,['JURI'],Bruxelles,Member,22/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Responsabilité des plateformes,SNEP,['JURI'],Strasbourg,Member,22/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Numérique,Délégation des barreaux de France,['JURI'],Bruxelles,Member,18/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Médias,Association européenne des radios,,Bruxelles,Member,17/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Investissement,BEI,['ECON'],Francfort,Member,16/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,['Justice Program'],Protection des consommateurs,Seminaire droit de l'UE,['JURI'],Bruxelles,Shadow rapporteur,16/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Intelligence artificielle,Eurosmart,['JURI'],Bruxelles,Member,15/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,['Justice program'],Justice,European Justice Forum,['JURI'],Bruxelles,Shadow rapporteur,15/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Attractivité économique,Le cercle des réseaux européen,,Paris,Member,11/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Propriété intellectuelle,AFEP,['JURI'],Bruxelles,Member,9/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Economie,Etude Nouvelle Aquitaine,,Bruxelles,Member,8/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Médias,Reporters sans frontière,['JURI'],Bruxelles,Member,8/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,,MERCOSUR,"UNHCR, IOM",,Bruxelles,Member,5/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,,MERCOSUR,Réunion avec les réseaux d'Amérique latine PEP,,Bruxelles,Member,2/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Propriété intelectuelle,World economic forum,['JURI'],Bruxelles,Member,2/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Investissements,MEDEF/AFTE,,Bruxelles,Member,1/10/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Propriété intellectuelle,INTA,['JURI'],Bruxelles,Member,30/9/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Transport,Alstom,,Bruxelles,Member,25/9/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],GSK,Brevet,['JURI'],Bruxelles,Member,24/9/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],La Politique Agricole Commune,Les Céréaliers de France,['JURI'],Bruxelles,Member,24/9/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Médias,Ligue de Football,['JURI'],Bruxelles,Member,24/9/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Economie,BNP,,Paris,Member,23/9/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Cinéma,Eurocinéma,['JURI'],Bruxelles,Member,18/9/2019
197508,Stéphane SÉJOURNÉ,France,RE,['Justice programme'],Justice,Conseil des notaires de l'UE,['JURI'],Bruxelles,Shadow rapporteur,18/9/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Economie,SNCF,,Paris,Member,17/9/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Médias,Euronews,['JURI'],Bruxelles,Member,11/9/2019
197508,Stéphane SÉJOURNÉ,France,RE,[''],Edition,Syndicat de l'édition,['JURI'],Bruxelles,Member,6/9/2019
197508,Stéphane SÉJOURNÉ,France,RE,"[""L'action de l’Union européenne à la suite de son adhésion à l’acte de Genève""]",Appellations d’origine et les indications géographiques,Cosmed,['JURI'],Bruxelles,Shadow rapporteur,4/9/2019
197508,Stéphane SÉJOURNÉ,France,RE,,Francophonie,Ambassadeur de l'organisation internationale de la francophonie,,Bruxelles,Member,2/9/2019
197418,Monica SEMEDO,Luxembourg,RE,['European Social Fund +'],"ESF + (third country nationals, migrants)","ECRE, PICUM",['EMPL'],European Parliament,Shadow rapporteur,7/11/2019
197418,Monica SEMEDO,Luxembourg,RE,['European Social Fund +'],ESF+ (Material deprivation & social inclusion for most deprived),Restos du coeur,['EMPL'],European Parliament,Shadow rapporteur,6/11/2019
197418,Monica SEMEDO,Luxembourg,RE,['European Social Fund +'],ESF+ (social inclusion of children),"Eurochild, SAVE THE CHILDREN",['EMPL'],European Parliament,Shadow rapporteur,6/11/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Fridays for Future Österreich,,Austria,Member,22/6/2020
197677,Günther SIDL,Austria,S&D,['GAP'],GAP,World Wide Fund for Nature (WWF),['ENVI'],Brussels,Rapporteur,17/6/2020
197677,Günther SIDL,Austria,S&D,['GAP'],GAP,Oberösterreichischer Imkerverband,['ENVI'],Austria,Rapporteur,5/6/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Global 2000,,Austria,Member,4/6/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Raiffeisen Bank,,Austria,Member,3/6/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,"Bundesministerium fü, r Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie",,Austria,Member,29/5/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Österreichische Ärztekammer (ÖAK),,Austria,Member,27/5/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,European Federation of Local Energy (CEDEC),,Austria,Member,13/5/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Reclay Österreich GmbH,,Austria,Member,8/5/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,"EU Umweltbü, ro Österreich",,Austria,Member,8/5/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Österreichische Fachhochschul-Konferenz (FHK),,Austria,Member,29/4/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Amt der Steiermärkischen Landesregierung,,Austria,Member,28/4/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Global 2000,,Austria,Member,27/3/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Energie Steiermark,,Brussels,Member,26/2/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Energie- und Umweltagentur des Landes NÖ (eNu),,Austria,Member,24/2/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Association of European Cancer (Cancer Care),,Brussels,Member,21/2/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Verband Wärmepumpe Austria,,Brussels,Member,21/2/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,VCÖ - Mobilität mit Zukunft,,Brussels,Member,21/2/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Nord Stream 2,,Brussels,Member,19/2/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Arbeiterkammer Niederösterreich (AK-NÖ),,Brussels,Member,19/2/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Österreichs E-Wirtschaft,,Brussels,Member,17/2/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Arbeiterkammer (AK) Wien,,Brussels,Member,31/1/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Sozialdemokratischer Wirtschaftsverband Österreich (SWV),,Austria,Member,31/1/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Wirtschaftskammer Wien (WKO),,Brussels,Member,17/1/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,European Association for higher educated Professionals,,Brussels,Member,17/1/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Umweltbundesamt GmbH Wien,,Brussels,Member,7/1/2020
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,European Evangelical Alliance (EEA),,Brussels,Member,11/12/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Südwind,,Brussels,Member,11/12/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Arbeiterkammer Österreich (AK),,Brussels,Member,4/12/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,EU XXL- Film - Forum for European Film,,Brussels,Member,27/11/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Verwertungsgesellschaft der Filmschaffenden (VdFS),,Brussels,Member,27/11/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Wirtschaftskammer Österreich (WKO),,Brussels,Member,19/11/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,European Mineral Resources Confederation (EUMICON Gmbh),,Brussels,Member,18/11/2019
197677,Günther SIDL,Austria,S&D,,General Exchange in Views,Österreichische Bundesbahnen (ÖBB),,Brussels,Member,13/11/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Hauptverband der österreichischen Sozialversicherungsträger,,Brussels,Member,13/11/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Österreichische Apothekerkammer,,Brussels,Member,13/11/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Ständige Vertretung Österreichs bei der EU,,Brussels,Member,12/11/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Hauptverband der österreichischen Sozialversicherungsträger,,Brussels,Member,12/11/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Nord Stream 2,,Brussels,Member,12/11/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Österreichischer Gemeinde und Städtebund,,Brussels,Member,5/11/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Suedwind,,Brussels,Member,30/10/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Wiener Plattform Automkraftfrei e.V.,,Brussels,Member,30/10/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Kasachische Botschaft,,Brussels,Member,30/10/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,BirdLife - International,,Brussels,Member,24/10/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Lufthansa Group,,Brussels,Member,23/10/2019
197677,Günther SIDL,Austria,S&D,['GMO'],GMO,Greenpeace,['ENVI'],Brussels,Member,22/10/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Wiener Stadtwerke GmbH,,Brussels,Member,16/10/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Donau Universität Krems,,Brussels,Member,16/10/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,"Österreichische Vereinigung fü, r das Gas und Wasserfach",,Brussels,Member,8/10/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Energie Burgenland AG,,Brussels,Member,8/10/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Energie Burgenland AG,,Brussels,Member,8/10/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,ARGE Gentechnik frei,,Brussels,Member,27/9/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Österreichische Bundesbahnen (ÖBB),,Brussels,Member,26/9/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,European Environmental Bureau,,Brussels,Member,24/9/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Younion - Die Daseinsgewerkschaft,,Brussels,Member,11/9/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Dachverband Jagd Österreich,,Brussels,Member,10/9/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,BirdLife International,,Brussels,Member,9/9/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Verband der Öffentlichen Wirtschaft und Gemeinwirtschaft Österreichs (VÖWG),,Brussels,Member,5/9/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,"Steiermark Bü, ro Brü, ssel",,Brussels,Member,23/7/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Industriellenvereinigung (IV),,Brussels,Member,23/7/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,World Wide Fund for Nature (WWF),,Brussels,Member,17/7/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Österreichischer Gewerkschaftsbund (ÖGB) und Arbeiterkammer (AK) Europa,,Brussels,Member,11/7/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,"Verbindungsbü, ro Stadt Wien in Brü, ssel",,Brussels,Member,11/7/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Wiener Stadtwerke GmbH,,Brussels,Member,11/7/2019
197677,Günther SIDL,Austria,S&D,,General Exchange of Views,Österreichische Bundesbahnen (ÖBB),,Brussels,Member,10/7/2019
103746,Michal ŠIMEČKA,Slovakia,RE,,Rule of Law Mechanism,European Network of Councils for the Judiciary,,Brussels,Member,4/3/2020
103746,Michal ŠIMEČKA,Slovakia,RE,,Implementation of ECtHR Rulings,European Implementation Network,,Strasbourg,Member,11/2/2020
103746,Michal ŠIMEČKA,Slovakia,RE,['Article 7(1) TEU procedure in relation to Poland (2017/0360(NLE) – COM(2017)0835)'],Judicial Independence in Poland,Laurent Pech,['LIBE'],Brussels,Shadow rapporteur,6/2/2020
103746,Michal ŠIMEČKA,Slovakia,RE,,Protection of Media Freedom at the EU Level,Reporters without Borders,,Brussels,Member,6/2/2020
103746,Michal ŠIMEČKA,Slovakia,RE,,Renewable Energy and Protection of Forests in Slovakia,Lesoochranarske zdruzenie VLK,,Brussels,Member,5/2/2020
103746,Michal ŠIMEČKA,Slovakia,RE,['Article 7(1) TEU procedure in relation to Poland (2017/0360(NLE) – COM(2017)0835)'],Constitutional Breakdown in Poland,Wojciech Sadurski,['LIBE'],Brussels,Shadow rapporteur,30/1/2020
103746,Michal ŠIMEČKA,Slovakia,RE,,Protection of European values in the EU,Open Society Foundation,,Brussels,Member,29/1/2020
103746,Michal ŠIMEČKA,Slovakia,RE,,Election Integrity in Slovakia,Facebook,,Brussels,Member,28/1/2020
103746,Michal ŠIMEČKA,Slovakia,RE,,Rule of Law and Democratic Backsliding,Defend Democracy,,Brussels,Member,22/1/2020
