mep,epid,group,country,lobbyists,dossier,committees,role,title,location,date
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Dansk Industri,[''],['ECON'],Member,EU's skattepolitik,Industriens Hus,21/10/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Dansk Erhverv,[''],['ECON'],Member,Grøn og digital omstilling,Rue Luxembourg,13/10/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Alternative Investment Management Association (AIMA).,"['Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation']",['ECON'],Shadow rapporteur,Capital Markets Union,Online,27/08/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Better Finance,"['Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation']",['ECON'],Shadow rapporteur,ECON report on CMU,Teams,27/08/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Finans Danmark,"['Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation']",['ECON'],Shadow rapporteur,Capital Markets Union,Zoom,02/07/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Insurance Europa,"['Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation']",['ECON'],Shadow rapporteur,"Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation",Online,02/07/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,ILO brussels,[''],['EMPL'],Member,ILO,Zoom,11/06/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,AFME,"['Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation']",['ECON'],Shadow rapporteur,CMU,Zoom,10/06/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,"Mary Collins, Manon Deshayes, European Women's Lobby",['2019/2169(INI)'],['EMPL'],Shadow rapporteur,Gender Equality Strategy,Zoom,23/04/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Kvinderådet,[''],['EMPL'],Member,Debat om EU og ligestilling til Kvinderådets generalforsamling,HK Hovedstaden,29/03/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Finans Danmark,[''],['ECON'],Member,"Sustainable Finance i praksis: TEG fortæller om den dugfriske EU taksonomi, EU-standarden for grønne obligationer og om, hvordan det hele skal fungere i praksis",Web,23/03/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Dansk Industri,[''],['EMPL'],Member,Dansk Inudstris netværk for konkurrenceevne,Avenue de Cortenbergh 168,17/03/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Morten Damm Krogh,[''],['ECON'],Member,Dansk realkredit med Nykredit,EP,04/03/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,"Sinne Backs Conan, Finans Danmark",[''],['ECON'],Member,Kommissionens arbejdsprogram,Square de Meeus 23,04/03/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,"Ludovic Voet, confederal secretary of the ETUC",[''],['EMPL'],Member,Current EMPL work,European Parliament,02/03/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Aron LeFevre,[''],['EMPL'],Member,CPH21,Christiansborg,31/01/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Plantevaekst,,,Member,Plantepriserne,"Konferencesalen, BLOX Bryghuspladsen, 1473 København K",31/01/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,FH,[''],['EMPL'],Member,Frokost med FH,Place Lux,22/01/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Kopenhagen Fur,,,Member,Fur farming,EP,22/01/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Finans Danmark,[''],['ECON'],Member,Nordic MEP reception,"Square de Meeus 23, 11th floor, 1000 Bruxelles",22/01/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Dansk Erhverv,[''],['ECON'],Member,Momssvindel,DANSK ERHVERV Børsen DK-1217 København K,17/01/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Koorperationen,[''],['EMPL'],Member,Social economy intergroup,"Reventlowsgade 14, 2. 1651 København V.",17/01/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,ETUC,[''],['EMPL'],Member,Lunch with ETUC,EP,08/01/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,"FH, Bente Sorgenfrey, Lizette Risgaard",[''],['EMPL'],Member,New year reception with Danish Unions (FH),Atelier 29 Rue Jacques de Lalaing 29 1000 Bruxelles Belgium,08/01/2020
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Jelena Veljaca,,,Member,Feminism,EP,18/12/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Johans Moesgaard,[''],['EMPL'],Member,Middag med Dansk Metal,Bruxelles,09/12/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Dansk kvindesamfund,[''],['EMPL'],Member,Kvinders rettigheder,Dansk Kvindesamfunds Kvindekrisecenter - H. C. Andersens Boulevard 10,06/12/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Oxfam,[''],['ECON'],Member,Tax fraud,EP,03/12/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Concito,,,Member,Climate,"Kattesundet 4, 3. sal",29/11/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Børnenes Dag,,,Member,"KLIMAKRISE, KLIMAKAMP & KLIMAANGST",FN Byen,20/11/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Animal Welfare and trade,,,Member,Dyrevelfærd,EP,13/11/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,CO-Industri,[''],['EMPL'],Member,Mindsteløn,"CO-industri på Molestien 7, 2450 København SV",08/11/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Røde Kors,[''],['EMPL'],Member,ESF+,"Karsmakers - Rue de Trèves 20, 1050 Ixelles, België",07/11/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,3F Transport,[''],['EMPL'],Member,Vejpakke og mindsteløn,Karsmarkers,06/11/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Gunde Odgaard,[''],['EMPL'],Member,Mindsteløn,EP,21/10/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Dansk Transport og Logistik,[''],['EMPL'],Member,Vejpakken,Tout Bon,07/10/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Finans Danmark,[''],['ECON'],Member,Basel,EP,03/10/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Amnesty,,,Member,Kvinders rettigheder,"Gammeltorv 8 - 1457 København K, Danmark",30/09/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,NLA,[''],['EMPL'],Member,Vejpakken,Stanhope Hotel,30/09/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Finans Danmark,[''],['ECON'],Member,Basel,"Amaliegade 7 - 1256 København K, Danmark",27/09/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Forsikring og Pension,[''],['ECON'],Member,Forsikring og Pension,Quatier Leopold,25/09/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,ETUC,[''],['EMPL'],Member,ETUC årsmøde,"5 boulevard du Rio Albert, 1210 Brussels",11/09/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Finans Danmark,[''],['ECON'],Member,Hilse på Finans Danmark,EP,16/07/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Dansk Industri,,,Member,Hilse på DI,EP,09/07/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Dansk Byggeri,,,Member,Hilse på Dansk Byggeri,EP,08/07/2019
Kira Marie PETER-HANSEN,197573,Greens / EFA,Denmark,Danske Vognmænd,[''],['EMPL'],Member,Hilse på Danske Vognmænd,EP,02/07/2019
Manu PINEDA,197828,GUE / NGL,Spain,Center for Economic and Policy Research,,,Member,elections in Bolivia,Bar (Parliament closed due to coronavirus),04/03/2020
Manu PINEDA,197828,GUE / NGL,Spain,CODEPINK,,,Member,Situation in Venezuela and Latin America,EP Office,04/12/2019
Manu PINEDA,197828,GUE / NGL,Spain,Oidhaco,,,Member,Colombia,EP office,19/11/2019
Manu PINEDA,197828,GUE / NGL,Spain,CCOO,,,Member,Workers rights in spain and the EU,EP office,19/11/2019
Manu PINEDA,197828,GUE / NGL,Spain,CCOO,,,Member,working conditions in spain and the EU,EP office,08/10/2019
Manu PINEDA,197828,GUE / NGL,Spain,UNRWA,,,Member,Palestine,PHS 1C51,01/10/2019
Manu PINEDA,197828,GUE / NGL,Spain,save the children,,,Member,Children and war,EP office,24/09/2019
Manu PINEDA,197828,GUE / NGL,Spain,UNRWA,,,Member,Palestine,EP office,24/09/2019
Dragoș PÎSLARU,197663,RE,Romania,American Chamber of Commerce in Romania,['Recovery and Resilience Facility'],['ECON'],Rapporteur,Discuție liberă privind Mecanismul de Redresare și Reziliență,Online,17/09/2020
Dragoș PÎSLARU,197663,RE,Romania,E.ON SE,['Recovery and Resilience Facility'],['ECON'],Rapporteur,Meeting on the Recovery and Resilience Facility,Online,27/08/2020
Dragoș PÎSLARU,197663,RE,Romania,UiPath,['Recovery and Resilience Facility'],['ECON'],Rapporteur,Cum putem sprijini reconstructia economica cu ajutorul automatizarii,Online,26/07/2020
Dragoș PÎSLARU,197663,RE,Romania,Insurance Europe,['Recovery and Resilience Facility'],['ECON'],Rapporteur,Request for a meeting with Insurance Europe,Brussels,17/07/2020
Dragoș PÎSLARU,197663,RE,Romania,European Olympic Committees EU Office,['Recovery and Resilience Facility'],['ECON'],Rapporteur,Introduction from the EU Office of the European Olympic Committees,Brussels,16/07/2020
Dragoș PÎSLARU,197663,RE,Romania,Transport and Environment (European Federation for Transport and Environment),['Recovery and Resilience Facility'],['ECON'],Rapporteur,RRF Regulation and the Art. 15 Conditionality,Brussels,15/07/2020
Dragoș PÎSLARU,197663,RE,Romania,"ALLIANZ-ŢIRIAC PENSII PRIVATE SOCIETATE DE ADMINISTRARE A FONDURILOR DE PENSII PRIVATE S.A., AEGON PENSII - SOCIETATE DE ADMINISTRARE A FONDURILOR DE PENSII PRIVATE S.A., BCR PENSII, SOCIETATE DE ADMINISTRARE A FONDURILOR DE PENSII PRIVATE S.A., BRD SOCIETATE DE ADMINISTRARE A FONDURILOR DE PENSII PRIVATE S.A., GENERALI SOCIETATE DE ADMINISTRARE A FONDURILOR DE PENSII PRIVATE S.A., METROPOLITAN LIFE SOCIETATE DE ADMINISTRARE A UNUI FOND DE PENSII ADMINISTRAT PRIVAT S.A., NN PENSII SOCIETATE DE ADMINISTRARE A UNUI FOND DE PENSII ADMINISTRAT PRIVAT S.A.",['Recovery and Resilience Facility'],['ECON'],Rapporteur,"RRF - Pensions system reform, second pillar",Online,09/07/2020
Dragoș PÎSLARU,197663,RE,Romania,CCIFER,['Reform and Investment Support Programme'],['ECON'],Rapporteur,High level dialogue with experts,Brussels,11/05/2020
Dragoș PÎSLARU,197663,RE,Romania,Representation to the EU institutions of the Caisse des Dépôts group,"['InvestEU programme 2021–2027, 2018/0229(COD);']",['ECON'],Shadow rapporteur,Meeting Implementing Invest EU - National Promotional Banks and Institutions,Brussels,11/12/2019
Dragoș PÎSLARU,197663,RE,Romania,Labour Mobility Initiative,"['Amending Regulation (EC) No 883/2004 1998/0360(COD), Amending Regulation (EC) No 987/2009 2006/0006(COD)']",['EMPL'],Shadow rapporteur,Coordination of social security - further comments for trialogues,Brussels,06/11/2019
Dragoș PÎSLARU,197663,RE,Romania,Business Europe,"['Amending Regulation (EC) No 883/2004 1998/0360(COD), Amending Regulation (EC) No 987/2009 2006/0006(COD)']",['EMPL'],Shadow rapporteur,Bilateral meeting,Brussels,05/11/2019
Manuel PIZARRO,197732,S&D,Portugal,"Sciena, Birdlife",['European Maritime and Fisheries Fund - COM(2018)0390 - 2018/0210 (COD)'],['PECH'],Shadow rapporteur,European Maritime and Fisheries Fund negotiations,Videoconference,02/11/2020
Manuel PIZARRO,197732,S&D,Portugal,"Oceana, WWF, Clientearth","['', 'Opinion on Fisheries Control Regulation']","['ENVI', 'PECH']",Shadow rapporteur,Opinion on Fisheries Control Regulation in ENVI,Videoconference,30/09/2020
Manuel PIZARRO,197732,S&D,Portugal,ETF,['Fishers for the Future'],['PECH'],Rapporteur,"INI report ""Fishers for the Future""",Videoconference,23/06/2020
Manuel PIZARRO,197732,S&D,Portugal,"BirdLife, Bloom",['European Maritime and Fisheries Fund - COM(2018)0390 - 2018/0210 (COD)'],['PECH'],Shadow rapporteur,European Maritime and Fisheries Fund,European Parliament,18/02/2020
Manuel PIZARRO,197732,S&D,Portugal,"ClientEarth, Oceana, WWF",['Opinion on Control Regulation'],['ENVI'],Shadow rapporteur,Fisheries Control Regulation,European Parliament,18/02/2020
Jessica POLFJÄRD,197404,EPP,Sweden,Europabio,['Motion for resolution - Objections pursuant to GMO'],['ENVI'],Member,GMO,European Parliament,28/01/2020
Jessica POLFJÄRD,197404,EPP,Sweden,"European Technology Platform ""Plants for the Future""",['Motion for resolution - Objections pursuant to GMO'],['ENVI'],Member,GMO,European Parliament,05/12/2019
Jessica POLFJÄRD,197404,EPP,Sweden,Swedish University of Agricultural Sciences,['Motion for resolution - Objections pursuant to GMO'],['ENVI'],Member,GMO,European Parliament,24/09/2019
Nicola PROCACCINI,197820,ECR,Italy,Associazione Assolatte,[''],['AGRI'],Member,Farm to fork strategy,online meeting,16/06/2020
Nicola PROCACCINI,197820,ECR,Italy,Stand With Hong Kong,,,Member,role of the European Parliament in the debate on the situation in Hong Kong,European Parliament - Brussels,22/01/2020
Nicola PROCACCINI,197820,ECR,Italy,FEDERALIMENTARE,[''],['AGRI'],Member,nutriscore,European Parliament - Strasbourg,17/12/2019
Nicola PROCACCINI,197820,ECR,Italy,Ruralita' Agricolture,[''],['AGRI'],Member,Common agricultural policy,European Parliament - Brussels,03/12/2019
Nicola PROCACCINI,197820,ECR,Italy,Netcomm,[''],['LIBE'],Member,artificial intelligence,European Parliament - Brussels,19/11/2019
Nicola PROCACCINI,197820,ECR,Italy,Coldiretti,[''],['AGRI'],Member,legislative developments in agriculture,European Parliament - Brussels,13/11/2019
Nicola PROCACCINI,197820,ECR,Italy,Center for Democracy and Technology,[''],['LIBE'],Member,Regulation on preventing the dissemination of terrorist content online,European Parliament - Brussels,07/11/2019
Nicola PROCACCINI,197820,ECR,Italy,Facebook,[''],['LIBE'],Member,role of social media platforms in preventing the dissemination of terrorist content online,European Parliament - Strasbourg,22/10/2019
Nicola PROCACCINI,197820,ECR,Italy,Leonardo S.p.A.,[''],['LIBE'],Member,cybersecurity,European Parliament - Brussels,16/10/2019
Nicola PROCACCINI,197820,ECR,Italy,Google,[''],['LIBE'],Member,e-evidence package,European Parliament - Brussels,16/10/2019
Nicola PROCACCINI,197820,ECR,Italy,Sky,[''],['LIBE'],Member,responsibilities of platforms,European Parliament - Brussels,16/10/2019
Nicola PROCACCINI,197820,ECR,Italy,MUST & Partners,[''],['LIBE'],Member,digitalization of visas,European Parliament - Brussels,01/10/2019
Nicola PROCACCINI,197820,ECR,Italy,European Telecommunications Network Operators,[''],['LIBE'],Member,5G deployment in the EU,European Parliament - Strasbourg,18/09/2019
Nicola PROCACCINI,197820,ECR,Italy,Federchimica,,,Member,introductory meeting,European Parliament - Strasbourg,17/09/2019
Nicola PROCACCINI,197820,ECR,Italy,Confindustria,,,Member,introductory meeting,European Parliament - Brussels,11/09/2019
Nicola PROCACCINI,197820,ECR,Italy,CIA - Agricoltori,[''],['AGRI'],Member,EU agricultural policy,European Parliament - Brussels,23/07/2019
Nicola PROCACCINI,197820,ECR,Italy,Ferrero,[''],['AGRI'],Member,EU food policy,European Parliament - Strasbourg,02/07/2019
Samira RAFAELA,197868,RE,Netherlands,Member of the Executive Committee of the Overseas Countries & Territories Association,,,Member,Overseas Countries and Territories,"The Hague, the Netherlands",11/09/2020
Samira RAFAELA,197868,RE,Netherlands,Representative of Bouwdepot,['Access to decent and affordable housing for all'],['EMPL'],Member,Working visit to Bouwdepot,"Rotterdam, the Netherlands",31/08/2020
Samira RAFAELA,197868,RE,Netherlands,European Affairs Manager Port of Rotterdam,[''],['INTA'],Member,"Port of Rotterdam, working visit and briefing on impact of COVID-19 on trade and the withdrawal of the United Kingdom from the European Union","Rotterdam, the Netherlands",26/08/2020
Samira RAFAELA,197868,RE,Netherlands,Dutch Customs External Relations Officer,[''],['INTA'],Member,Working visit to Dutch Customs Facilities,"Rotterdam, the Netherlands",26/08/2020
Samira RAFAELA,197868,RE,Netherlands,"Director of Voice of All Women, Several members of Voice of All Women",[''],['FEMM'],Member,Working visit to Voice of All Women,"Rotterdam, the Netherlands",26/08/2020
Samira RAFAELA,197868,RE,Netherlands,Several representatives from WO=MEN,['The gender perspective in the Covid-19 crisis and post-crisis period'],['FEMM'],Shadow rapporteur,Working visit to WO=MEN and briefing,"The Hague, the Netherlands",25/08/2020
Samira RAFAELA,197868,RE,Netherlands,Individual citizen,['EU- Chile association agreemeent'],['INTA'],Rapporteur,situatie van Mapuche-Pehuenche in Chili,"Outside office, Amsterdam",24/01/2020
Sira REGO,197681,GUE / NGL,Spain,CCOO,,,Member - Deal with the problems regarding the use of temporary contracts in the field of Public Administrations,Trade Union - workers,European Parliament,22/01/2020
Sira REGO,197681,GUE / NGL,Spain,Ecologistas en Acción,['Lindane water contamination'],['PETI'],Member,Environmental,video call,11/12/2019
